32,388
29,054
23,305
26,648
26,695
26,966
27,275
27,697
24,476
19,766
14,082
11,161
11,161
12,163
12,144
6,433
6,433
6,255
2,846
2,800
2,528
2,219
1,798
1,676
1,526
1,489
1,030
1,030
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,009
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,307
4,298
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
